"state","date","population","unemployed_population","unemployment_rate"
"AL",1981-10-01,1680052,195804,11.7
"AL",1981-11-01,1682571,202158,12
"AL",1981-12-01,1686197,208226,12.3
"AL",1982-01-01,1690468,213541,12.6
"AL",1982-02-01,1694934,218265,12.9
"AL",1982-03-01,1699215,222817,13.1
"AL",1982-04-01,1703495,227404,13.3
"AL",1982-05-01,1707920,231834,13.6
"AL",1982-06-01,1712473,236016,13.8
"AL",1982-07-01,1717093,240002,14
"AL",1982-08-01,1721385,243843,14.2
"AL",1982-09-01,1724783,247467,14.3
"AL",1982-10-01,1727062,250590,14.5
"AL",1982-11-01,1728509,252903,14.6
"AL",1982-12-01,1728721,253983,14.7
"AL",1983-01-01,1727841,253945,14.7
"AL",1983-02-01,1727233,252829,14.6
"AL",1983-03-01,1728245,250889,14.5
"AL",1983-04-01,1731922,248881,14.4
"AL",1983-05-01,1738252,247234,14.2
"AL",1983-06-01,1746135,245732,14.1
"AL",1983-07-01,1754346,243838,13.9
"AL",1983-08-01,1761712,241217,13.7
"AL",1983-09-01,1767201,237746,13.5
"AL",1983-10-01,1770214,233526,13.2
"AL",1983-11-01,1771000,229083,12.9
"AL",1983-12-01,1770905,224923,12.7
"AL",1984-01-01,1771137,220859,12.5
"AL",1984-02-01,1771990,216865,12.2
"AL",1984-03-01,1773616,213300,12
"AL",1984-04-01,1775613,210009,11.8
"AL",1984-05-01,1777545,207023,11.6
"AL",1984-06-01,1778928,204229,11.5
"AL",1984-07-01,1779337,201307,11.3
"AL",1984-08-01,1779177,198225,11.1
"AL",1984-09-01,1779173,194961,11
"AL",1984-10-01,1779895,191432,10.8
"AL",1984-11-01,1781810,187706,10.5
"AL",1984-12-01,1784655,184097,10.3
"AL",1985-01-01,1787426,181123,10.1
"AL",1985-02-01,1789170,178857,10
"AL",1985-03-01,1789320,176790,9.9
"AL",1985-04-01,1788056,174666,9.8
"AL",1985-05-01,1786366,172522,9.7
"AL",1985-06-01,1785450,170485,9.5
"AL",1985-07-01,1786085,168879,9.5
"AL",1985-08-01,1788360,167500,9.4
"AL",1985-09-01,1792099,166383,9.3
"AL",1985-10-01,1796890,166006,9.2
"AL",1985-11-01,1801966,166582,9.2
"AL",1985-12-01,1806893,168087,9.3
"AL",1986-01-01,1812113,170359,9.4
"AL",1986-02-01,1818021,173020,9.5
"AL",1986-03-01,1824281,175474,9.6
"AL",1986-04-01,1830420,177219,9.7
"AL",1986-05-01,1835675,177913,9.7
"AL",1986-06-01,1839602,177745,9.7
"AL",1986-07-01,1842030,176956,9.6
"AL",1986-08-01,1842924,175922,9.5
"AL",1986-09-01,1842685,175022,9.5
"AL",1986-10-01,1842063,174151,9.5
"AL",1986-11-01,1841583,173048,9.4
"AL",1986-12-01,1841786,171420,9.3
"AL",1987-01-01,1842485,168954,9.2
"AL",1987-02-01,1843289,165584,9
"AL",1987-03-01,1844323,161693,8.8
"AL",1987-04-01,1845428,157582,8.5
"AL",1987-05-01,1846414,153550,8.3
"AL",1987-06-01,1847335,149979,8.1
"AL",1987-07-01,1848327,147204,8
"AL",1987-08-01,1849692,145293,7.9
"AL",1987-09-01,1851507,143854,7.8
"AL",1987-10-01,1853339,142596,7.7
"AL",1987-11-01,1854731,141250,7.6
"AL",1987-12-01,1855164,139737,7.5
"AL",1988-01-01,1854390,138057,7.4
"AL",1988-02-01,1852600,136364,7.4
"AL",1988-03-01,1850192,134903,7.3
"AL",1988-04-01,1848034,133962,7.2
"AL",1988-05-01,1847106,133529,7.2
"AL",1988-06-01,1847923,133477,7.2
"AL",1988-07-01,1850380,133713,7.2
"AL",1988-08-01,1854050,134337,7.2
"AL",1988-09-01,1858309,135229,7.3
"AL",1988-10-01,1862518,135830,7.3
"AL",1988-11-01,1866229,135900,7.3
"AL",1988-12-01,1869037,135393,7.2
"AL",1989-01-01,1871103,134538,7.2
"AL",1989-02-01,1872852,133789,7.1
"AL",1989-03-01,1874687,133278,7.1
"AL",1989-04-01,1876606,133002,7.1
"AL",1989-05-01,1878472,132913,7.1
"AL",1989-06-01,1880378,132822,7.1
"AL",1989-07-01,1882581,132436,7
"AL",1989-08-01,1885008,131465,7
"AL",1989-09-01,1887382,130041,6.9
"AL",1989-10-01,1889840,128675,6.8
"AL",1989-11-01,1892519,127670,6.7
"AL",1989-12-01,1895688,127268,6.7
"AL",1990-01-01,1899077,127353,6.7
"AL",1990-02-01,1901965,127434,6.7
"AL",1990-03-01,1903910,127385,6.7
"AL",1990-04-01,1904882,127387,6.7
"AL",1990-05-01,1905369,127706,6.7
"AL",1990-06-01,1905518,128385,6.7
"AL",1990-07-01,1905684,129464,6.8
"AL",1990-08-01,1906270,130868,6.9
"AL",1990-09-01,1907321,132299,6.9
"AL",1990-10-01,1908661,133571,7
"AL",1990-11-01,1910234,134480,7
"AL",1990-12-01,1911918,134969,7.1
"AL",1991-01-01,1913853,135533,7.1
"AL",1991-02-01,1916407,136503,7.1
"AL",1991-03-01,1918937,137699,7.2
"AL",1991-04-01,1920890,138780,7.2
"AL",1991-05-01,1922086,139527,7.3
"AL",1991-06-01,1922708,139930,7.3
"AL",1991-07-01,1922955,140124,7.3
"AL",1991-08-01,1923201,140285,7.3
"AL",1991-09-01,1924089,140691,7.3
"AL",1991-10-01,1925556,141425,7.3
"AL",1991-11-01,1927441,142448,7.4
"AL",1991-12-01,1929715,143558,7.4
"AL",1992-01-01,1932553,144526,7.5
"AL",1992-02-01,1936362,145511,7.5
"AL",1992-03-01,1941914,146622,7.6
"AL",1992-04-01,1949303,147736,7.6
"AL",1992-05-01,1957242,148548,7.6
"AL",1992-06-01,1964450,148829,7.6
"AL",1992-07-01,1970241,148607,7.5
"AL",1992-08-01,1974057,148090,7.5
"AL",1992-09-01,1975964,147643,7.5
"AL",1992-10-01,1977341,147574,7.5
"AL",1992-11-01,1979046,148066,7.5
"AL",1992-12-01,1981320,148949,7.5
"AL",1993-01-01,1984393,149725,7.5
"AL",1993-02-01,1987927,150020,7.5
"AL",1993-03-01,1991524,149763,7.5
"AL",1993-04-01,1994831,148985,7.5
"AL",1993-05-01,1997560,147909,7.4
"AL",1993-06-01,1999484,146736,7.3
"AL",1993-07-01,2000176,145297,7.3
"AL",1993-08-01,2000231,143571,7.2
"AL",1993-09-01,2000500,141625,7.1
"AL",1993-10-01,2001178,139587,7
"AL",1993-11-01,2002622,137694,6.9
"AL",1993-12-01,2005312,135926,6.8
"AL",1994-01-01,2008752,134032,6.7
"AL",1994-02-01,2012086,131771,6.5
"AL",1994-03-01,2015010,129300,6.4
"AL",1994-04-01,2017734,126988,6.3
"AL",1994-05-01,2021160,125066,6.2
"AL",1994-06-01,2026092,123721,6.1
"AL",1994-07-01,2032656,122971,6
"AL",1994-08-01,2040235,122724,6
"AL",1994-09-01,2047897,122736,6
"AL",1994-10-01,2054734,122641,6
"AL",1994-11-01,2060247,122368,5.9
"AL",1994-12-01,2064019,122205,5.9
"AL",1995-01-01,2065941,122407,5.9
"AL",1995-02-01,2066707,122864,5.9
"AL",1995-03-01,2066757,123314,6
"AL",1995-04-01,2066253,123583,6
"AL",1995-05-01,2065568,123575,6
"AL",1995-06-01,2065042,123151,6
"AL",1995-07-01,2065002,122408,5.9
"AL",1995-08-01,2065212,121256,5.9
"AL",1995-09-01,2065335,119598,5.8
"AL",1995-10-01,2065375,117723,5.7
"AL",1995-11-01,2065258,115701,5.6
"AL",1995-12-01,2064963,113764,5.5
"AL",1996-01-01,2065081,112195,5.4
"AL",1996-02-01,2066361,111165,5.4
"AL",1996-03-01,2069354,110519,5.3
"AL",1996-04-01,2074022,109848,5.3
"AL",1996-05-01,2079901,108920,5.2
"AL",1996-06-01,2086293,107837,5.2
"AL",1996-07-01,2092692,106813,5.1
"AL",1996-08-01,2098779,106174,5.1
"AL",1996-09-01,2103978,106206,5
"AL",1996-10-01,2107952,106821,5.1
"AL",1996-11-01,2110916,107751,5.1
"AL",1996-12-01,2113445,108514,5.1
"AL",1997-01-01,2115844,108854,5.1
"AL",1997-02-01,2118001,108721,5.1
"AL",1997-03-01,2120072,108211,5.1
"AL",1997-04-01,2122578,107714,5.1
"AL",1997-05-01,2125252,107353,5.1
"AL",1997-06-01,2127774,106940,5
"AL",1997-07-01,2130325,106269,5
"AL",1997-08-01,2132890,105317,4.9
"AL",1997-09-01,2135335,103933,4.9
"AL",1997-10-01,2137434,102191,4.8
"AL",1997-11-01,2138826,100191,4.7
"AL",1997-12-01,2139548,98083,4.6
"AL",1998-01-01,2139866,96163,4.5
"AL",1998-02-01,2139942,94784,4.4
"AL",1998-03-01,2139571,94056,4.4
"AL",1998-04-01,2138861,93794,4.4
"AL",1998-05-01,2138323,94010,4.4
"AL",1998-06-01,2138165,94718,4.4
"AL",1998-07-01,2138123,95691,4.5
"AL",1998-08-01,2138416,96459,4.5
"AL",1998-09-01,2139340,96940,4.5
"AL",1998-10-01,2140744,97072,4.5
"AL",1998-11-01,2142287,97095,4.5
"AL",1998-12-01,2143671,97419,4.5
"AL",1999-01-01,2144836,98041,4.6
"AL",1999-02-01,2146073,98948,4.6
"AL",1999-03-01,2147493,100078,4.7
"AL",1999-04-01,2148794,101294,4.7
"AL",1999-05-01,2149624,102269,4.8
"AL",1999-06-01,2150108,102775,4.8
"AL",1999-07-01,2150333,102873,4.8
"AL",1999-08-01,2150336,102733,4.8
"AL",1999-09-01,2150523,102503,4.8
"AL",1999-10-01,2151230,102349,4.8
"AL",1999-11-01,2152606,102202,4.7
"AL",1999-12-01,2154295,101944,4.7
"AL",2000-01-01,2155579,101630,4.7
"AL",2000-02-01,2155967,101183,4.7
"AL",2000-03-01,2155600,100726,4.7
"AL",2000-04-01,2154655,100347,4.7
"AL",2000-05-01,2153190,100038,4.6
"AL",2000-06-01,2151115,99839,4.6
"AL",2000-07-01,2148425,99619,4.6
"AL",2000-08-01,2145806,99368,4.6
"AL",2000-09-01,2143683,99078,4.6
"AL",2000-10-01,2142500,98840,4.6
"AL",2000-11-01,2142591,99027,4.6
"AL",2000-12-01,2143689,99743,4.7
"AL",2001-01-01,2144872,100803,4.7
"AL",2001-02-01,2144889,101919,4.8
"AL",2001-03-01,2142885,102792,4.8
"AL",2001-04-01,2138923,103483,4.8
"AL",2001-05-01,2134159,104323,4.9
"AL",2001-06-01,2129709,105686,5
"AL",2001-07-01,2126772,107912,5.1
"AL",2001-08-01,2125065,110951,5.2
"AL",2001-09-01,2123962,114434,5.4
"AL",2001-10-01,2123018,117865,5.6
"AL",2001-11-01,2121432,120656,5.7
"AL",2001-12-01,2119175,122523,5.8
"AL",2002-01-01,2116913,123504,5.8
"AL",2002-02-01,2115198,123890,5.9
"AL",2002-03-01,2114234,124085,5.9
"AL",2002-04-01,2114463,124307,5.9
"AL",2002-05-01,2116084,124609,5.9
"AL",2002-06-01,2118870,124831,5.9
"AL",2002-07-01,2121992,124951,5.9
"AL",2002-08-01,2124816,125057,5.9
"AL",2002-09-01,2127281,125233,5.9
"AL",2002-10-01,2129029,125352,5.9
"AL",2002-11-01,2130275,125283,5.9
"AL",2002-12-01,2131074,125052,5.9
"AL",2003-01-01,2131904,125012,5.9
"AL",2003-02-01,2133302,125312,5.9
"AL",2003-03-01,2135178,125876,5.9
"AL",2003-04-01,2136792,126648,5.9
"AL",2003-05-01,2137522,127525,6
"AL",2003-06-01,2137717,128389,6
"AL",2003-07-01,2137925,128892,6
"AL",2003-08-01,2138739,128911,6
"AL",2003-09-01,2140084,128430,6
"AL",2003-10-01,2141806,127738,6
"AL",2003-11-01,2143917,127216,5.9
"AL",2003-12-01,2146165,126927,5.9
"AL",2004-01-01,2148194,126642,5.9
"AL",2004-02-01,2150075,126209,5.9
"AL",2004-03-01,2152197,125661,5.8
"AL",2004-04-01,2154429,124847,5.8
"AL",2004-05-01,2156120,123708,5.7
"AL",2004-06-01,2156696,122234,5.7
"AL",2004-07-01,2155852,120525,5.6
"AL",2004-08-01,2153663,118624,5.5
"AL",2004-09-01,2150789,116662,5.4
"AL",2004-10-01,2148054,114691,5.3
"AL",2004-11-01,2145825,112504,5.2
"AL",2004-12-01,2144683,110141,5.1
"AL",2005-01-01,2144592,107625,5
"AL",2005-02-01,2145038,104988,4.9
"AL",2005-03-01,2145939,102141,4.8
"AL",2005-04-01,2147431,99169,4.6
"AL",2005-05-01,2149675,96381,4.5
"AL",2005-06-01,2152363,94092,4.4
"AL",2005-07-01,2155116,92518,4.3
"AL",2005-08-01,2157572,91584,4.2
"AL",2005-09-01,2159432,91071,4.2
"AL",2005-10-01,2160905,90703,4.2
"AL",2005-11-01,2162349,90468,4.2
"AL",2005-12-01,2164016,90269,4.2
"AL",2006-01-01,2166286,90012,4.2
"AL",2006-02-01,2169371,89793,4.1
"AL",2006-03-01,2173040,89798,4.1
"AL",2006-04-01,2176911,89957,4.1
"AL",2006-05-01,2180826,89856,4.1
"AL",2006-06-01,2184689,89299,4.1
"AL",2006-07-01,2188800,88367,4
"AL",2006-08-01,2193294,87274,4
"AL",2006-09-01,2197891,86249,3.9
"AL",2006-10-01,2201954,85348,3.9
"AL",2006-11-01,2205008,84709,3.8
"AL",2006-12-01,2206544,84414,3.8
"AL",2007-01-01,2206355,84513,3.8
"AL",2007-02-01,2204764,84895,3.9
"AL",2007-03-01,2202209,85386,3.9
"AL",2007-04-01,2199612,86067,3.9
"AL",2007-05-01,2197629,86938,4
"AL",2007-06-01,2196550,87818,4
"AL",2007-07-01,2196419,88713,4
"AL",2007-08-01,2197352,89895,4.1
"AL",2007-09-01,2199184,91433,4.2
"AL",2007-10-01,2201172,93419,4.2
"AL",2007-11-01,2202652,95680,4.3
"AL",2007-12-01,2203467,98161,4.5
"AL",2008-01-01,2203722,101099,4.6
"AL",2008-02-01,2203693,104598,4.7
"AL",2008-03-01,2203660,108800,4.9
"AL",2008-04-01,2203488,113699,5.2
"AL",2008-05-01,2203160,119272,5.4
"AL",2008-06-01,2202843,125394,5.7
"AL",2008-07-01,2202199,131643,6
"AL",2008-08-01,2200721,137725,6.3
"AL",2008-09-01,2198450,143959,6.5
"AL",2008-10-01,2195849,150895,6.9
"AL",2008-11-01,2192919,158696,7.2
"AL",2008-12-01,2189579,167116,7.6
"AL",2009-01-01,2185995,175598,8
"AL",2009-02-01,2182666,183804,8.4
"AL",2009-03-01,2180060,191408,8.8
"AL",2009-04-01,2178233,198313,9.1
"AL",2009-05-01,2176521,204811,9.4
"AL",2009-06-01,2174255,211124,9.7
"AL",2009-07-01,2171173,217259,10
"AL",2009-08-01,2167510,223082,10.3
"AL",2009-09-01,2163845,228178,10.5
"AL",2009-10-01,2161009,232052,10.7
"AL",2009-11-01,2160233,234839,10.9
"AL",2009-12-01,2161754,236813,11
"AL",2010-01-01,2164312,237785,11
"AL",2010-02-01,2165916,237448,11
"AL",2010-03-01,2165619,235835,10.9
"AL",2010-04-01,2218664,233264,10.5
"AL",2010-05-01,2232152,230040,10.3
"AL",2010-06-01,2234354,227030,10.2
"AL",2010-07-01,2234253,225173,10.1
"AL",2010-08-01,2234914,224696,10.1
"AL",2010-09-01,2235275,225266,10.1
"AL",2010-10-01,2235027,226136,10.1
"AL",2010-11-01,2234029,226437,10.1
"AL",2010-12-01,2232463,225704,10.1
"AL",2011-01-01,2231094,224298,10.1
"AL",2011-02-01,2230115,222765,10
"AL",2011-03-01,2229050,221234,9.9
"AL",2011-04-01,2227013,219844,9.9
"AL",2011-05-01,2224177,218673,9.8
"AL",2011-06-01,2220540,217164,9.8
"AL",2011-07-01,2216914,214705,9.7
"AL",2011-08-01,2214157,211131,9.5
"AL",2011-09-01,2211240,206517,9.3
"AL",2011-10-01,2208246,201371,9.1
"AL",2011-11-01,2204422,196207,8.9
"AL",2011-12-01,2199611,191503,8.7
"AL",2012-01-01,2194417,187742,8.6
"AL",2012-02-01,2190443,185259,8.5
"AL",2012-03-01,2188277,184223,8.4
"AL",2012-04-01,2188141,183960,8.4
"AL",2012-05-01,2189276,183547,8.4
"AL",2012-06-01,2190788,182362,8.3
"AL",2012-07-01,2192488,180142,8.2
"AL",2012-08-01,2194543,177275,8.1
"AL",2012-09-01,2196598,174518,7.9
"AL",2012-10-01,2197913,172244,7.8
"AL",2012-11-01,2197919,170567,7.8
"AL",2012-12-01,2196849,169264,7.7
"AL",2013-01-01,2194352,167984,7.7
"AL",2013-02-01,2191133,166377,7.6
"AL",2013-03-01,2187970,164286,7.5
"AL",2013-04-01,2186564,162050,7.4
"AL",2013-05-01,2185922,160275,7.3
"AL",2013-06-01,2185437,159317,7.3
"AL",2013-07-01,2184676,159093,7.3
"AL",2013-08-01,2182588,158907,7.3
"AL",2013-09-01,2179479,158292,7.3
"AL",2013-10-01,2175700,157558,7.2
"AL",2013-11-01,2174091,156988,7.2
"AL",2013-12-01,2173087,156554,7.2
"AL",2014-01-01,2173670,155935,7.2
"AL",2014-02-01,2174150,154940,7.1
"AL",2014-03-01,2174214,153792,7.1
"AL",2014-04-01,2173124,152505,7
"AL",2014-05-01,2171163,150807,6.9
"AL",2014-06-01,2169130,148725,6.9
"AL",2014-07-01,2167304,146457,6.8
"AL",2014-08-01,2166274,144208,6.7
"AL",2014-09-01,2165744,141995,6.6
"AL",2014-10-01,2165301,139521,6.4
"AL",2014-11-01,2164492,136823,6.3
"AL",2014-12-01,2164779,134604,6.2
"AL",2015-01-01,2166864,133303,6.2
"AL",2015-02-01,2169495,132971,6.1
"AL",2015-03-01,2171897,133167,6.1
"AL",2015-04-01,2173967,133483,6.1
"AL",2015-05-01,2174501,133633,6.1
"AL",2015-06-01,2173391,133391,6.1
"AL",2015-07-01,2171593,132840,6.1
"AL",2015-08-01,2170789,132197,6.1
"AL",2015-09-01,2170975,131494,6.1
"AL",2015-10-01,2173053,130924,6
"AL",2015-11-01,2176431,130627,6
"AL",2015-12-01,2180375,130332,6
"AL",2016-01-01,2184528,129855,5.9
"AL",2016-02-01,2187960,129216,5.9
"AL",2016-03-01,2190007,128292,5.9
"AL",2016-04-01,2191598,127332,5.8
"AL",2016-05-01,2193285,126784,5.8
"AL",2016-06-01,2195096,126733,5.8
"AL",2016-07-01,2197442,126953,5.8
"AL",2016-08-01,2200157,127286,5.8
"AL",2016-09-01,2202528,127633,5.8
"AL",2016-10-01,2204273,127461,5.8
"AL",2016-11-01,2205335,126160,5.7
"AL",2016-12-01,2205647,123520,5.6
"AL",2017-01-01,2206228,119741,5.4
"AL",2017-02-01,2206285,115225,5.2
"AL",2017-03-01,2206076,110606,5
"AL",2017-04-01,2206288,106188,4.8
"AL",2017-05-01,2206487,101969,4.6
"AL",2017-06-01,2206537,98216,4.5
"AL",2017-07-01,2206860,95175,4.3
"AL",2017-08-01,2207126,92683,4.2
"AL",2017-09-01,2207624,90650,4.1
"AL",2017-10-01,2207465,89109,4
"AL",2017-11-01,2208532,88198,4
"AL",2017-12-01,2210701,87765,4
"AL",2018-01-01,2214527,87762,4
"AL",2018-02-01,2220091,88062,4
"AL",2018-03-01,2225982,88463,4
"AL",2018-04-01,2231472,88751,4
"AL",2018-05-01,2234988,88876,4
"AL",2018-06-01,2237074,88678,4
"AL",2018-07-01,2238463,88064,3.9
"AL",2018-08-01,2239251,87347,3.9
"AL",2018-09-01,2241462,86729,3.9
"AL",2018-10-01,2244777,86186,3.8
"AL",2018-11-01,2249040,85627,3.8
"AL",2018-12-01,2253497,84814,3.8
"AL",2019-01-01,2257760,83354,3.7
"AL",2019-02-01,2260638,80924,3.6
"AL",2019-03-01,2261633,77804,3.4
"AL",2019-04-01,2262068,74453,3.3
"AL",2019-05-01,2262486,71370,3.2
"AL",2019-06-01,2262857,69004,3
"AL",2019-07-01,2264164,67647,3
"AL",2019-08-01,2265671,67206,3
"AL",2019-09-01,2267415,67240,3
"AL",2019-10-01,2268441,67838,3
"AL",2019-11-01,2267842,68903,3
"AL",2019-12-01,2265305,70357,3.1
"AL",2020-01-01,2260440,72121,3.2
"AL",2020-02-01,2254260,74074,3.3
"AL",2020-03-01,2246584,75688,3.4
"AL",2020-04-01,2184411,300836,13.8
"AL",2020-05-01,2261887,235376,10.4
"AL",2020-06-01,2263977,194232,8.6
"AL",2020-07-01,2274751,171060,7.5
"AL",2020-08-01,2273305,144058,6.3
"AL",2020-09-01,2280339,134581,5.9
"AL",2020-10-01,2273333,118738,5.2
"AL",2020-11-01,2266541,109433,4.8
"AL",2020-12-01,2257916,101513,4.5
"AL",2021-01-01,2249195,92983,4.1
"AL",2021-02-01,2244575,87563,3.9
"AL",2021-03-01,2242382,83893,3.7
"AL",2021-04-01,2242763,82013,3.7
"AL",2021-05-01,2241674,79509,3.5
"AL",2021-06-01,2240350,77615,3.5
"AL",2021-07-01,2239264,74523,3.3
"AL",2021-08-01,2239563,71011,3.2
"AL",2021-09-01,2242125,67403,3
"AL",2021-10-01,2246699,64518,2.9
"AL",2021-11-01,2252764,61937,2.7
"AL",2021-12-01,2258348,60200,2.7
"AL",2022-01-01,2263282,59074,2.6
"AL",2022-02-01,2267001,58264,2.6
"AL",2022-03-01,2269645,57826,2.5
"AL",2022-04-01,2270896,57662,2.5
"AL",2022-05-01,2271807,57638,2.5
"AL",2022-06-01,2271601,57702,2.5
"AL",2022-07-01,2270799,57734,2.5
"AL",2022-08-01,2269951,57495,2.5
"AL",2022-09-01,2268993,56743,2.5
"AL",2022-10-01,2268849,55670,2.5
"AL",2022-11-01,2270063,54418,2.4
"AL",2022-12-01,2273585,53268,2.3
"AL",2023-01-01,2278234,52503,2.3
"AL",2023-02-01,2283650,52139,2.3
"AL",2023-03-01,2289115,52073,2.3
"AL",2023-04-01,2293934,52307,2.3
"AL",2023-05-01,2297711,52946,2.3
"AL",2023-06-01,2301295,53942,2.3
"AL",2023-07-01,2305518,55371,2.4
"AL",2023-08-01,2309771,57220,2.5
"AL",2023-09-01,2314016,59391,2.6
"AL",2023-10-01,2318293,61758,2.7
"AL",2023-11-01,2322538,64077,2.8
"AL",2023-12-01,2325689,65906,2.8
"AL",2024-01-01,2328942,66845,2.9
"AL",2024-02-01,2331280,67091,2.9
"AL",2024-03-01,2333702,67128,2.9
"AL",2024-04-01,2336618,67319,2.9
"AL",2024-05-01,2339921,67878,2.9
"AL",2024-06-01,2343921,69099,2.9
"AL",2024-07-01,2348866,71308,3
"AL",2024-08-01,2353909,74115,3.1
"AL",2024-09-01,2358259,76773,3.3
"AL",2024-10-01,2360450,78609,3.3
"AL",2024-11-01,2360293,78802,3.3
"AL",2024-12-01,2359865,78478,3.3
"AL",2025-01-01,2363864,78249,3.3
"AL",2025-02-01,2368716,77807,3.3
"AL",2025-03-01,2373056,78761,3.3
"AL",2025-04-01,2380386,78756,3.3
"AL",2025-05-01,2384566,78214,3.3
"AL",2025-06-01,2386087,75640,3.2
"AL",2025-07-01,2383733,72473,3
"AL",2025-08-01,2378354,68156,2.9
"AL",2025-09-01,2376949,66711,2.8
"AL",2025-11-01,2377878,65264,2.7
"AL",2025-12-01,2381356,64150,2.7
"AR",1976-01-01,889912,64679,7.3
"AR",1976-02-01,889658,64794,7.3
"AR",1976-03-01,889444,64736,7.3
"AR",1976-04-01,889753,63959,7.2
"AR",1976-05-01,890591,62866,7.1
"AR",1976-06-01,891875,61593,6.9
"AR",1976-07-01,893326,60395,6.8
"AR",1976-08-01,894788,59494,6.6
"AR",1976-09-01,896397,58923,6.6
"AR",1976-10-01,898323,58798,6.5
"AR",1976-11-01,900677,59072,6.6
"AR",1976-12-01,903372,59530,6.6
"AR",1977-01-01,906405,60048,6.6
"AR",1977-02-01,909742,60431,6.6
"AR",1977-03-01,913166,60488,6.6
"AR",1977-04-01,916647,60232,6.6
"AR",1977-05-01,920098,59833,6.5
"AR",1977-06-01,923566,59461,6.4
"AR",1977-07-01,927107,59236,6.4
"AR",1977-08-01,930591,59275,6.4
"AR",1977-09-01,933559,59499,6.4
"AR",1977-10-01,935581,59746,6.4
"AR",1977-11-01,936737,59874,6.4
"AR",1977-12-01,937320,59757,6.4
"AR",1978-01-01,937792,59275,6.3
"AR",1978-02-01,938504,58560,6.2
"AR",1978-03-01,939652,57800,6.2
"AR",1978-04-01,941372,57181,6.1
"AR",1978-05-01,943660,56948,6
"AR",1978-06-01,946140,57194,6
"AR",1978-07-01,948427,57877,6.1
"AR",1978-08-01,950446,58818,6.2
"AR",1978-09-01,952395,59780,6.3
"AR",1978-10-01,954706,60613,6.3
"AR",1978-11-01,957479,61266,6.4
"AR",1978-12-01,960407,61690,6.4
"AR",1979-01-01,963140,61801,6.4
"AR",1979-02-01,965534,61580,6.4
"AR",1979-03-01,967699,61201,6.3
"AR",1979-04-01,969684,60962,6.3
"AR",1979-05-01,971575,60952,6.3
"AR",1979-06-01,973449,61181,6.3
"AR",1979-07-01,975429,61445,6.3
"AR",1979-08-01,977496,61539,6.3
"AR",1979-09-01,979507,61417,6.3
"AR",1979-10-01,981230,60983,6.2
"AR",1979-11-01,982625,60421,6.1
"AR",1979-12-01,983904,60354,6.1
"AR",1980-01-01,985046,61329,6.2
"AR",1980-02-01,985932,63551,6.4
"AR",1980-03-01,986525,66840,6.8
"AR",1980-04-01,986796,70517,7.1
"AR",1980-05-01,987000,73990,7.5
"AR",1980-06-01,987530,76866,7.8
"AR",1980-07-01,988434,78863,8
"AR",1980-08-01,989878,79946,8.1
"AR",1980-09-01,992181,80390,8.1
"AR",1980-10-01,995370,80728,8.1
"AR",1980-11-01,999299,81254,8.1
"AR",1980-12-01,1003912,81984,8.2
"AR",1981-01-01,1008863,82985,8.2
"AR",1981-02-01,1013407,84146,8.3
"AR",1981-03-01,1016942,85239,8.4
"AR",1981-04-01,1019077,86110,8.4
"AR",1981-05-01,1019722,86552,8.5
"AR",1981-06-01,1019393,86623,8.5
"AR",1981-07-01,1018915,86796,8.5
"AR",1981-08-01,1018639,87429,8.6
"AR",1981-09-01,1018445,88559,8.7
"AR",1981-10-01,1018195,90063,8.8
"AR",1981-11-01,1017537,91714,9
"AR",1981-12-01,1016320,93175,9.2
"AR",1982-01-01,1014782,94055,9.3
"AR",1982-02-01,1013423,94316,9.3
"AR",1982-03-01,1012506,94178,9.3
"AR",1982-04-01,1012261,93951,9.3
"AR",1982-05-01,1012722,93884,9.3
"AR",1982-06-01,1013611,94047,9.3
"AR",1982-07-01,1014718,94559,9.3
"AR",1982-08-01,1016042,95596,9.4
"AR",1982-09-01,1017627,97209,9.6
"AR",1982-10-01,1019264,99213,9.7
"AR",1982-11-01,1020717,101205,9.9
"AR",1982-12-01,1021578,102746,10.1
"AR",1983-01-01,1021845,103681,10.1
"AR",1983-02-01,1021950,103910,10.2
"AR",1983-03-01,1022336,103455,10.1
"AR",1983-04-01,1023574,102689,10
"AR",1983-05-01,1025791,102034,9.9
"AR",1983-06-01,1028661,101530,9.9
"AR",1983-07-01,1031772,100915,9.8
"AR",1983-08-01,1034613,100000,9.7
"AR",1983-09-01,1036879,98673,9.5
"AR",1983-10-01,1038674,96912,9.3
"AR",1983-11-01,1040207,95009,9.1
"AR",1983-12-01,1041706,93357,9
"AR",1984-01-01,1043220,92043,8.8
"AR",1984-02-01,1044536,91070,8.7
"AR",1984-03-01,1045404,90431,8.7
"AR",1984-04-01,1045354,89833,8.6
"AR",1984-05-01,1044365,89179,8.5
"AR",1984-06-01,1042641,88559,8.5
"AR",1984-07-01,1040329,87971,8.5
"AR",1984-08-01,1037868,87424,8.4
"AR",1984-09-01,1035676,87049,8.4
"AR",1984-10-01,1034146,86886,8.4
"AR",1984-11-01,1033737,86819,8.4
"AR",1984-12-01,1034535,86732,8.4
"AR",1985-01-01,1036242,86661,8.4
"AR",1985-02-01,1038515,86794,8.4
"AR",1985-03-01,1040960,87190,8.4
"AR",1985-04-01,1043323,87833,8.4
"AR",1985-05-01,1045457,88586,8.5
"AR",1985-06-01,1047239,89257,8.5
